"";"x";"predicted";"conf.low";"conf.high";"group";"facet";"stimuli"
"440";4,6;0,780928517534548;0,813144668376596;0,743157907175288;"R";"N";"Compl REW"
"442";4,68;0,828625634260438;0,855821045802784;0,796300553044211;"NR";"N";"Compl non-REW"
"444";4,68;0,783428389607445;0,815513965348603;0,745762531474794;"R";"N";"Compl REW"
"446";4,72;0,830332747857045;0,857424264433858;0,798093439003255;"NR";"N";"Compl non-REW"
"448";4,72;0,785300688927706;0,817286541057137;0,747715387571243;"R";"N";"Compl REW"
"450";4,84;0,830899158512086;0,857955737717071;0,798688844362022;"NR";"N";"Compl non-REW"
"452";4,84;0,785922458563173;0,817874789804741;0,748364360439161;"R";"N";"Compl REW"
"454";4,96;0,833163560764262;0,860079483280823;0,801069935206685;"NR";"N";"Compl non-REW"
"456";4,96;0,788410947626484;0,820227712418966;0,75096313404733;"R";"N";"Compl REW"
"458";5;0,834857391710296;0,861666409779239;0,802852792086115;"NR";"N";"Compl non-REW"
"460";5;0,790275330432537;0,821988939335761;0,752911774914122;"R";"N";"Compl REW"
"462";5,08;0,83542005889344;0,862193156550634;0,803445486910154;"NR";"N";"Compl non-REW"
"464";5,08;0,790895212999072;0,822574232663988;0,753559967059934;"R";"N";"Compl REW"
"466";5,12;0,836544059717671;0,863245101538366;0,804629708228872;"NR";"N";"Compl non-REW"
"468";5,12;0,792134352282798;0,8237437766886;0,754856159464202;"R";"N";"Compl REW"
"470";5,16;0,837104061581315;0,863768847890769;0,805220125188196;"NR";"N";"Compl non-REW"
"472";5,16;0,792752140311723;0,824326557662053;0,755502739778137;"R";"N";"Compl REW"
"474";5,24;0,837664440471747;0,864292846611972;0,805811018583521;"NR";"N";"Compl non-REW"
"476";5,24;0,793370626454767;0,82490980382569;0,756150264580263;"R";"N";"Compl REW"
"478";5,28;0,838223482965595;0,864815357737833;0,806400778773169;"NR";"N";"Compl non-REW"
"480";5,28;0,793987919993659;0,825491718316451;0,756796773774319;"R";"N";"Compl REW"
"482";5,4;0,838782903796751;0,865338122151612;0,806991016882521;"NR";"N";"Compl non-REW"
"484";5,4;0,794605914714634;0,826074100026451;0,757444231844548;"R";"N";"Compl REW"
"486";5,48;0,83934232462596;0,865860854907221;0,807581234853271;"NR";"N";"Compl non-REW"
"488";5,48;0,795224194066522;0,826656626672787;0,758092104181276;"R";"N";"Compl REW"
"490";5,52;0,839900399742789;0,866382090015946;0,808170311857313;"NR";"N";"Compl non-REW"
"492";5,52;0,79584127084395;0,827237811694101;0,758738951507074;"R";"N";"Compl REW"
"494";5,56;0,841013380002192;0,867420950197327;0,809345855352346;"NR";"N";"Compl non-REW"
"496";5,56;0,797072772871536;0,82839706641764;0,760030562121576;"R";"N";"Compl REW"
"498";5,6;0,841569146054475;0,867939449112558;0,809933130573551;"NR";"N";"Compl non-REW"
"500";5,6;0,797688150599234;0,828976040171363;0,76067631430725;"R";"N";"Compl REW"
"502";5,64;0,842125293922336;0,86845820371048;0,810520887488486;"NR";"N";"Compl non-REW"
"504";5,64;0,798304237920532;0,829555486759238;0,761323027257832;"R";"N";"Compl REW"
"506";5,72;0,843236231462135;0,869494139217053;0,811695206799446;"NR";"N";"Compl non-REW"
"508";5,72;0,799535771579991;0,830713318856192;0,762616251884034;"R";"N";"Compl REW"
"510";5,8;0,845446078049206;0,871552250048473;0,814033995929189;"NR";"N";"Compl non-REW"
"512";5,8;0,801988958657979;0,833017468121165;0,76519476587047;"R";"N";"Compl REW"
"514";5,84;0,845996917623209;0,872064811640276;0,814617466190253;"NR";"N";"Compl non-REW"
"516";5,84;0,802601177230652;0,833592090136653;0,765838683613519;"R";"N";"Compl REW"
"518";5,88;0,847644375573185;0,8735966818246;0,816363710782696;"NR";"N";"Compl non-REW"
"520";5,88;0,804433947553302;0,835311141835395;0,767767648061789;"R";"N";"Compl REW"
"522";5,96;0,848192874875061;0,87410644619443;0,816945327683017;"NR";"N";"Compl non-REW"
"524";5,96;0,805044726541441;0,835883668337552;0,76841086889832;"R";"N";"Compl REW"
"526";6;0,849833669615223;0,875630186521112;0,818686495135269;"NR";"N";"Compl non-REW"
"528";6;0,806873579819705;0,837596736000619;0,77033827243892;"R";"N";"Compl REW"
"530";6,08;0,850380202557002;0,876137431272981;0,819266756559679;"NR";"N";"Compl non-REW"
"532";6,08;0,807483340807649;0,838167487792362;0,770981346325323;"R";"N";"Compl REW"
"534";6,2;0,8509264707046;0,876644285685637;0,819846877300285;"NR";"N";"Compl non-REW"
"536";6,2;0,808093101793978;0,838738213351606;0,771624398163498;"R";"N";"Compl REW"
"538";6,24;0,851471356136171;0,877149609248969;0,820425821088869;"NR";"N";"Compl non-REW"
"540";6,24;0,808701614806097;0,839307554771611;0,772266380502313;"R";"N";"Compl REW"
"542";6,28;0,852561215181908;0,878159995361121;0,821584090274246;"NR";"N";"Compl non-REW"
"544";6,28;0,809919629591308;0,840446596855239;0,77355201141072;"R";"N";"Compl REW"
"546";6,32;0,853647597268875;0,879166484677502;0,822739363925585;"NR";"N";"Compl non-REW"
"548";6,32;0,811134948204734;0,841582386144964;0,774835594845726;"R";"N";"Compl REW"
"550";6,4;0,854728983121931;0,880167400244147;0,823890423909815;"NR";"N";"Compl non-REW"
"552";6,4;0,812345867086046;0,842713289797116;0,776115391095247;"R";"N";"Compl REW"
"554";6,52;0,8558070577847;0,881164462317476;0,825038831058678;"NR";"N";"Compl non-REW"
"556";6,52;0,813554269408824;0,84384135416716;0,777392982179877;"R";"N";"Compl REW"
"558";6,56;0,857418780024841;0,882653753852773;0,826757097418364;"NR";"N";"Compl non-REW"
"560";6,56;0,815363071845632;0,845528977748536;0,779306210696369;"R";"N";"Compl REW"
"562";6,6;0,8584902099824;0,883643022991743;0,827900129534955;"NR";"N";"Compl non-REW"
"564";6,6;0,816567015841021;0,846651642958835;0,78058024013628;"R";"N";"Compl REW"
"566";6,64;0,859024673965899;0,884136203803113;0,828470642230217;"NR";"N";"Compl non-REW"
"568";6,64;0,817168033906178;0,847211899253205;0,781216418933504;"R";"N";"Compl REW"
"570";6,72;0,859559137946971;0,884629351043158;0,829041130369508;"NR";"N";"Compl non-REW"
"572";6,72;0,817769354412864;0,847772311083247;0,781853035887154;"R";"N";"Compl REW"
"574";6,84;0,86116310892556;0,886108564967386;0,830753890161308;"NR";"N";"Compl non-REW"
"576";6,84;0,819575796317834;0,849454637504869;0,783766881059544;"R";"N";"Compl REW"
"578";6,88;0,861697353956886;0,886600949639712;0,831324672986633;"NR";"N";"Compl non-REW"
"580";6,88;0,820178093180504;0,850015135313394;0,784405458245634;"R";"N";"Compl REW"
"582";6,96;0,862762482004906;0,88758192558586;0,832463449995859;"NR";"N";"Compl non-REW"
"584";6,96;0,821379819588006;0,851132797285558;0,785680336107249;"R";"N";"Compl REW"
"586";7;0,863294277973611;0,888071436467112;0,833032303418554;"NR";"N";"Compl non-REW"
"588";7;0,821980279034635;0,851690932647708;0,786317710586717;"R";"N";"Compl REW"
"590";7,08;0,864355214610619;0,889047429616157;0,83416780936505;"NR";"N";"Compl non-REW"
"592";7,08;0,823179127418895;0,852804661054399;0,787590957673611;"R";"N";"Compl REW"
"594";7,28;0,865943214547044;0,890507199826529;0,835868461693302;"NR";"N";"Compl non-REW"
"596";7,28;0,824975882091732;0,854472419896296;0,789500781723039;"R";"N";"Compl REW"
