"";"x";"predicted";"std.error";"conf.low";"conf.high";"group"
"108";5,4;8,1076021770755e-05;0,123189018789973;6,36856082207629e-05;0,000103214686535508;"Static REW"
"109";5,6;6,32206131292268e-06;0,148026610143553;4,72997576848351e-06;8,45003014433366e-06;"Dynamic non-REW"
"110";5,6;6,67103640806176e-06;0,146918257468812;5,00192284340402e-06;8,89711884088871e-06;"Static non-REW"
"111";5,6;9,33189896376894e-05;0,122460614775752;7,34074287019971e-05;0,000118630865348639;"Dynamic REW"
"112";5,6;8,14843083316309e-05;0,123292248565757;6,39933768536735e-05;0,00010375543667989;"Static REW"
"113";5,8;6,12741135316562e-06;0,148892579861024;4,57657007673683e-06;8,20377477681128e-06;"Dynamic non-REW"
"114";5,8;6,47788840822908e-06;0,147747732303758;4,84921089138977e-06;8,6535760590395e-06;"Static non-REW"
"115";5,8;9,36226805536379e-05;0,122557807921205;7,3632298680615e-05;0,000119039591287446;"Dynamic REW"
"116";5,8;8,18613323021718e-05;0,123399258927288;6,42759947636367e-05;0,000104257359343622;"Static REW"
"117";6;5,95331221760058e-06;0,149683389310486;4,43964847688674e-06;7,98304375990391e-06;"Dynamic non-REW"
"118";6;6,30466931178008e-06;0,148506370667497;4,71253025841998e-06;8,43471162409473e-06;"Static non-REW"
"119";6;9,39048909464479e-05;0,122653732246385;7,38403728817565e-05;0,000119420855000333;"Dynamic REW"
"120";6;8,22066415765599e-05;0,123505772595284;6,45336571949225e-05;0,000104718987015326;"Static REW"
"121";6,2;5,79833858355361e-06;0,150392363518351;4,3180732232802e-06;7,78604519430623e-06;"Dynamic non-REW"
"122";6,2;6,15006719707216e-06;0,14918737620533;4,59083848123008e-06;8,2388667457522e-06;"Static non-REW"
"123";6,2;9,41654208639796e-05;0,122745212899077;7,40319658338444e-05;0,000119773638752649;"Dynamic REW"
"124";6,2;8,25198208404995e-05;0,123607981303588;6,47665379375461e-05;0,000105138979303851;"Static REW"
"125";6,4;5,66124270350369e-06;0,151013924939204;4,21084366624246e-06;7,61121890927599e-06;"Dynamic non-REW"
"126";6,4;6,01292946396619e-06;0,149785060440813;4,48321430177046e-06;8,06459371190245e-06;"Static non-REW"
"127";6,4;9,44040853552071e-05;0,122829461472428;7,42073518642001e-05;0,000120097026988424;"Dynamic REW"
"128";6,4;8,28004924034226e-05;0,123702543113042;6,49747872378919e-05;0,000105516128688672;"Static REW"
"129";6,6;5,54093769733259e-06;0,151543536841192;4,11708461615585e-06;7,4572126418643e-06;"Dynamic non-REW"
"130";6,6;5,89224854007065e-06;0,150294787426106;4,38884815475208e-06;7,91063480758086e-06;"Static non-REW"
