"";"x";"predicted";"conf.low";"conf.high";"group"
"182";1,8;0,163569656733238;0,186270123221182;0,140235919680362;"Static non-REW"
"183";1,8;0,649913701682336;0,684645693682842;0,611356452679917;"Dynamic REW"
"184";1,8;0,552266088540106;0,588459912652127;0,5128891166762;"Static REW"
"185";1,84;0,167519159199126;0,190730198381202;0,143642393532713;"Dynamic non-REW"
"186";1,84;0,166514121833785;0,189515048121907;0,142860447325126;"Static non-REW"
"187";1,84;0,657093763749585;0,691706529393383;0,618594949065711;"Dynamic REW"
"188";1,84;0,559313459639702;0,595557121410526;0,519821865742742;"Static REW"
"189";1,88;0,171501768580695;0,195116236793013;0,147194475970071;"Dynamic non-REW"
"190";1,88;0,170475361517386;0,193876158489693;0,146395267803386;"Static non-REW"
"191";1,88;0,666560071582072;0,700997871086692;0,628155872108893;"Dynamic REW"
"192";1,88;0,568657970257128;0,604954757612001;0,529026231279193;"Static REW"
"193";1,92;0,17555547311839;0,199573309670697;0,150816950362559;"Dynamic non-REW"
"194";1,92;0,174507443569192;0,198308062028872;0,150000232698845;"Static non-REW"
"195";1,92;0,675971935987914;0,710222476950091;0,637673118458753;"Dynamic REW"
"196";1,92;0,578010596695427;0,614350113325947;0,538246833061158;"Static REW"
"197";1,96;0,17709858631784;0,201267771344346;0,152198055436131;"Dynamic non-REW"
"198";1,96;0,176042360043401;0,199992982028453;0,151374703981667;"Static non-REW"
"199";1,96;0,679496363842915;0,713674373458511;0,64123860644018;"Dynamic REW"
"200";1,96;0,581529163704619;0,617882443222796;0,541717364921133;"Static REW"
"201";2;0,180751875462533;0,205274413040055;0,155472655504189;"Dynamic non-REW"
"202";2;0,179676319177728;0,203977083550136;0,154633707884986;"Static non-REW"
"203";2;0,687713918979962;0,721718497505574;0,649554154607143;"Dynamic REW"
"204";2;0,589768540781347;0,626148644307582;0,549848228259137;"Static REW"
"205";2,04;0,182867547866033;0,207591858253969;0,157371802289644;"Dynamic non-REW"
"206";2,04;0,181780846024804;0,206281533392205;0,156523865706276;"Static non-REW"
"207";2,04;0,692392442840022;0,726293857896477;0,654291977174043;"Dynamic REW"
"208";2,04;0,594482158003698;0,630873632230539;0,554502916789617;"Static REW"
"209";2,08;0,183930142694767;0,208755197125954;0,158326210063973;"Dynamic non-REW"
"210";2,08;0,182837856528247;0,207438371123968;0,15747376053226;"Static non-REW"
"211";2,08;0,694720222669272;0,72856829502791;0,656651228504489;"Dynamic REW"
"212";2,08;0,596833650466817;0,633229342750799;0,556826310438805;"Static REW"
"213";2,12;0,184997799003933;0,209923500075933;0,159285730315646;"Dynamic non-REW"
"214";2,12;0,183899911034314;0,208600170744965;0,158428735274378;"Static non-REW"
"215";2,12;0,697044369374291;0,730838109280946;0,659007767100205;"Dynamic REW"
"216";2,12;0,599185669578131;0,635585200317786;0,559150375858426;"Static REW"
"217";2,16;0,186610014186948;0,211686567205441;0,160735766387256;"Dynamic non-REW"
"218";2,16;0,185503684566102;0,210353453242183;0,159871906514066;"Static non-REW"
"219";2,16;0,700526147477406;0,734236937393828;0,662539302997024;"Dynamic REW"
"220";2,16;0,60271713676925;0,639121510159629;0,562640395977499;"Static REW"
"221";2,2;0,18931952774561;0,214647012468363;0,163175236449804;"Dynamic non-REW"
"222";2,2;0,188199058099214;0,213297558074509;0,162299830088211;"Static non-REW"
"223";2,2;0,706302963433161;0,73987042538889;0,668403912099969;"Dynamic REW"
